,rating,title,review,date,isEdited,userName,developerResponse,Company_name
10,1,Useless,"This app is useless.  In order to see the menu, you have to select a restaurant. When you try to select a restaurant, it won't allow you to select a restaurant near you.  I've tried at least ten times to select the Burger King that is 2 blocks from my home.  The closest Burger King that it will allow me to select is 8 miles away, and is in a part of the city that I never visit.  I don't have a car and travel by bus or foot, so prefer to eat in the restaurant... however, that doesn't seem to be something that the BK corporate idiots seem to care about any more.  All they seem to care about is directing people to drive to certain restaurants for drive thru service only.  As a result I am unable to even look at the menu to see what is available at any Burger King restaurant.  Whoever thought that this was good customer service really needs to have his head examined, right before he is fired.

One additional thing... whoever thought of the idea of sending a link to e-mail to log into app, really has no clue.  The whole idea of using the app is to make things easy.  Now, instead of just opening app on phone... you have to enter number, open web page, open e-mail account, enter e-mail password, open BK e-mail, click on link, and finally get to app.  This defeats the whole purpose of having an app.  BK just lost another customer...",2020-03-09 16:22:50,False,Innomymous,,Burger King
11,2,Major app issues,"My husband and I have been using the app for several years. He started having issues last year with not being able to get the 4 digit coupon codes anymore, only the 6 digit codes which none of the Burger Kings near us take. He has called BK several times for help with no action taken. I started having issues with my app last week. It just switch from 4 digit codes to 6 digit codes while I was standing in line getting ready to order. They don’t take them at this location or any others that we frequent. We eat at BK at least twice a week sometimes more. I called corporate yesterday and they told me they sent the issue to the tech dept and that I should be receiving a response in my email within 1 -2 hours. Guess what haven’t heard a thing. Very disappointed. We used the coupons on the app all the time. Since they changed the app to mobile ordering it hasn’t worked right. Very disappointed with BK and the non resolution of the issue. Not even a phone call or email to say they don’t accept 4 digit codes anymore. However the person I spoke with at corporate yesterday told me that most places haven’t changed to 6 digits codes yet and the 4 digits are what most stores accept. So why can’t I get them?",2022-03-19 13:41:16,False,taptag24,"{'id': 28677272, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2022-03-20T20:15:21Z'}",Burger King
12,4,Constant Change is Annoying but it is Improving,"I have been using the app since the first Covid lockdown last year.  Every time I use it the version and features are different.  That’s annoying but alit seems relatively complete and coherent now, so hopefully the future changes will be less disruptive.

Last year there were a lot of great deals available through the app.  Now it basically just accesses each store’s menu and pricing. I am sure that’s appreciated by the franchise holders more than by the end user (lol) but it’s better than having the stores pull out or refuse to honor the deal on the app.  (At one point the process would just get stuck when what you wanted wasn’t available.  Now that they check with the store every time before you order that doesn’t happen.

So in the end I think this app will be adequate and work as expected for most users.  It’s not going to help with prices but using in store pickup saves a huge amount of time vs using the drive through!   It’s also much easier to do counter pickup than the drive through when I am on a motorcycle, which I often am!",2021-05-12 15:42:30,False,so I J f try on t,,Burger King
13,1,This app is so hit or miss,"The idea of this app is great. Everything all in one spot to place my order. Sometimes, it works just as expected. But more often, it is so buggy. I’ve had the location not confirm, no matter how many times I try, and have ended up selecting a different restaurant to make the order work. I’ve had offers not load so I can’t claim them and end up buying food somewhere else. And now, I CANNOT get the order payment to happen. I’m getting the error that my payment won’t go through and to check with the cardholder. So I input a totally different card, same thing. Then I waited two days. Same problem. My husband has the same original card on his account and his order went through just fine on the first try. The user experience with this app is lacking.

I originally started using this app because of the T-Mobile Tuesday promotions. I hadn’t been to Burger King in years before that, but have used it more since downloading the app. But really, the app is making the experience not worth it. I’ve wanted to claim this week’s free whopper and no matter how I’ve tried, I can’t get payment to go through.

The app feels like it has too many screens in the order process and somewhere along the way, something always seems to break.",2020-12-28 19:19:36,False,TennisAng,"{'id': 20072666, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/contact-support so we can look into this for you.', 'modified': '2020-12-29T23:05:34Z'}",Burger King
14,1,Absolutely horrible,I went in to get lunch on my break! The service was very slow to begin with but I stayed anyways because I did not have much time. When I received my order it was not right my sandwich was thrown together and was not cut in half like I asked! I told the young lady at the counter I believe her name is Solmary and she took it back to the manager so that she could fix it! Well the “MANAGER “ seemed to be aggravated that I wanted my sandwich fixed how I wanted it (I mean I am paying my money) well since they seemed not to care about customer service I asked for my money back because why would I spend my money in an establishment where they CLEARY don’t care about their customers! Several of the employees working in the back began mouthing off saying that I need to “GONE ON” with that and I said I sure will and I would be writing a review! Well when I said that the cashier up from named Solmary said “WE DON’T CARE”. This was absolutely HORRIBLE and if the employee don’t care about the customers then they should not be working with customers because consumers are the ones that pay their paychecks! I will NEVER but from the Burger King again because their actions were inexcusable! They could definitely use some type of customer service training,2022-06-15 16:38:47,False,neguee,"{'id': 30401911, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2022-06-17T00:04:46Z'}",Burger King
15,1,"All in all, absolutely horrendous!","I don’t know if they have someone in India or Eastern Europe making their apps anymore, but this app is ridiculous when it comes to the ease of customer use. They ask you to pick a restaurant each time, so you have to go to your favorites and pick one. Then, God forbid, if you have chosen a deal that they are offering, it becomes such a complicated mess that I literally drop off snd start the McDonald’s app. Today I had the misfortune of ordering a deal with other items. I worked through all the hoopla of paying Apple Pay which was approved. Then it tells me that the chosen restaurant would not except my order for some reason. Apparently restaurants are allowed to skip on preparing whatever food they don’t feel like making that day. I had to make a 10 mile trip to two different restaurants, starting the order all over again, fearing that I was going to end up being charged twice, which I’m still not sure about. If they were planning on getting more customers with this app, I think they all need to go back to the business school to learn a new way of doing things. Because what I can tell from my experience, this app is just as bad as the 70’s condiment selection that they offer inside their restaurants, pink sugar substitute and all.",2020-07-10 21:09:35,False,AZ in KS,"{'id': 16548681, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/contact-support so we can look into this for you.', 'modified': '2020-07-11T05:59:55Z'}",Burger King
16,1,Loved until I couldn’t.,"I live in Astoria, NY which only has one location near my home (3310 Astoria Blvd).  The App came in very handy and I went to BK more often being able to preorder deals and pay on my way home from work.  This week they decided to remove themselves from the App from this location.  What’s to like now?
UPDATE:  The location finally agreed to add themselves back to the ‘nearest location’ list, and I enjoyed going back using the money-saving specials.  However, the last few months it will not process payments to prepay.  I get a message, ‘error retrieving item pricing,’ with instructions to retry.  Retrying never works.  When to settings and contacted support.  I was eventually emailed that I should clear cache and reinstall.  It’s all hogwash.  Didn’t work.  Contacted again and they said they would escalate.  That was months ago.  Still useless.
The reflection this gives of the Company is really disappointing.  BK, please be aware that I spoke to management at my location and they said all their App customers are experiencing this.  All those App customers are lost income to your business.  If I wanted to deal with lines, I wouldn’t use App.  My solution is to simply go to the McDonald’s App which has no technical problems and is down the road nearby.  Think it’s time you address it.",2019-08-20 01:23:50,False,EJMills,,Burger King
17,2,No customization for Breakfast items,"I was shocked at the lack of the ability to customize your order when ordering breakfast items via delivery. Also, I had ordered two coffees with one being regular and the other being decaf (significant other CANNOT have regular caffeinated coffe), I was further shocked I there was no option to add any creamer/sugar/splenda, just straight up black coffee (McD’s and Wendy’s offers this in their respective apps). 

Received my order and to which the two coffees I ordered were not marked on the cups in any way, shape, or form. I know this is error on the employee preparing the order and not the app solely, but there should be a comment section at the very least to further state special instructions for food allergens or the like. So taking caution I tested each coffee to figure out the decaf and thought it was identified.

Nope!....Significant other ended drinking some of the regular caffeinated coffee and that didn’t go over so smooth with the heart rate but she is fine now thankfully. Unless these obvious oversights get resolved, I will skip the blatant hassle and potential danger of using this app until these issues are addressed entirely! I don’t understand, how are these very basic elements absent from your app and as a blatant oversight?!",2020-08-08 15:31:41,False,Keo07,"{'id': 17161163, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/contact-support so we can look into this for you.', 'modified': '2020-08-09T00:48:46Z'}",Burger King
18,1,Horrible refund policy and customer service,"After I placed a mobile order and my card was charged, the “manager” said the ice cream machine was down and they couldn’t give me the shakes I already paid for. I asked for equal value in food and they refused. I said my credit card was already charged for food items and this individual (who refused to give me her name) said to take it up with the app and closed the drive thru window on me. I sent 3 emails to customer service from the app and have been waiting almost 2 weeks now with no response. This is the 2nd time this has happened and I never got a refund either time (total of nearly $20 charged on the app and no food or response). If you are going to use this app, I highly recommend that you only use it to display coupons prior to payment and not use mobile orders (they literally steal your money).

Update: After weeks passed, I received a message from a BK representative asking to call back to resolve the matter. I called back numerous times only to be sent to a voicemail message box that was “full” (couldn’t even leave a message). I also received an email with a customer service link (link didn’t work) and an option to change my review. I’ll change my review if and when they make this right.",2020-07-25 22:46:39,True,isaiah73098,"{'id': 14495031, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/contact-support so we can look into this for you.', 'modified': '2020-07-26T13:01:01Z'}",Burger King
19,1,App overcharges you a LOT and customer service doesn’t respond!,"Watch your receipts like a hawk if you use this app. They may be  overcharging you big time! I placed an order with the app 4 days ago, and the subtotal it showed on my review order page was different from what the app charged my credit card. I was overcharged by over $11! The email receipt I received clearly shows the amount charged is completely screwed up. When I submitted a help request through the billing support section of the app, I got an email saying someone would be in touch with me within 24-48 hours. Nope. I sent another request today. Nope. I finally had to put something on the BK Twitter feed to get them to even open a case. This app, and even the regular website, has been hit or miss for ordering in this area (Chattanooga) for at least a couple years now. A lot of times it just flat out doesn’t allow you to order, although I’ve used the app here plenty of times in the past. They need to just flush this app and start over with something that 1) works consistently, 2) doesn’t overbill customers by almost $12 on an $18 order, and 3) gets you a response from customer service when you submit a help request through it.",2021-10-21 03:04:33,False,ChattKel,"{'id': 25826818, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2021-10-22T07:38:40Z'}",Burger King
20,5,"Best coupons, easy to use app","Burger King has the best coupons out of any of its competitors. When I’m in a rough spot I can buy dinner for me and my spouse for 5 bucks (Whopper Jr Meal Deal for 2, Chicken Sandwhicj Meal for 2, etc). They have great breakfast deals too, and you can’t beat 10 nuggets for 1.50. The app definitely gets points for ease of use, customizing your sandwiches is a breeze. You can tap “I’m here” even when you’re not at the restaurant yet, that way your order is ready for you when you get there. This is a breath of fresh air compared to the McDonalds app, which necessitates that you be within range of a restaurant to place an order there, and when you’re using a smart phone or tablet that doesn’t support GPS, or when the app’s GPS tracking is glitching out, your SOL). There aren’t any arbitrary rules that prevent you from using coupons within a certain timeframe. This app gets 5 stars for having good deals and being easy to use.",2019-06-25 02:47:11,False,DaBirdisDaWord93,,Burger King
21,4,Good app with awards but unable to edit sandwiches,"So I’m not sure what’s going on but BK’s Slogan has always been “Have it your way”.  This app however doesn’t allow you to actually edit the sandwiches save for options like adding cheese or bacon to them.  Take a Whopper by example - I hate onions, at least the kind used for sandwiches (onion rings are acceptable) and the app makes it seem like you can edit it - just nothing ever happens.  You click the pencil, you click the word that says “Regular”, you click the word Onions or even the picture and it’s no good - the app freezes for a few minutes and you can eventually scroll through it again but it’s impossible to edit to remove onions or add extra pickles, etc.  

For someone who may read this - picking off the onions still leaves the taste of onion on the burger.  I’d rather it not be made with them, thanks - if I had an allergy “picking them off” wouldn’t stop me from having an attack from them.  Thankfully I’m not allergic I just can’t the taste or smell it brings to the burger.",2022-06-26 23:29:50,False,TVthePunisher,,Burger King
22,2,Store Vs. App,"So up until recently I have had minor issues. Mainly the app not showing what my actually store has and doesn’t have, the lack of options for a large icee(I know, trivial), other smaller items that I can deal with. 
But my last order has made me pretty upset. I ordered a whooper double and an icee, when I hit yo the store both the icee machine and broiler for the burger meat where down. I told the woman at the register that I just wanted a refund, she told me that the store has no control over that and I needed to contact app support. I have since contacted them and they are not telling me that the store needs to give me the refund but if they don’t to contact my bank. Sounds like someone doesn’t know what they’re doing. 
I shouldn’t have to contact ANY third party to get my money back. And now that I have this feeling I will not be using the app anymore since I have to call the store to insure that MY MONEY won’t be held up due to bad customer service. 
I want to be clear, I am blaming the app. Though the store has broken items, the workers can’t control that. Anyone working in customer service for the app should know how to help me rather than shove me off to someone else.",2019-08-06 17:10:21,False,CoriAmazon,,Burger King
23,1,Really bad app/ Customer support,"I’m not sure why this app has a 4.7 avg rating it has been a consistently awful experience. The app chronically has an issue successfully submitting orders because if there’s some kind of unexplainable issue it will not tell me ANYTHING until I submit the order for payment then it will inform me that the “restaurant is unavailable”. Interestingly the store isn’t ever actually unavailable the app is simply bugging out and won’t accept my specific order until I resubmit without removing my allergens from the order. Secondly, I have ordered food within the breakfast time frame only to be informed after the order has been reassigned multiple times that they won’t make it, and the only way of contacting support to request cancellation or a refund is by email meanwhile the order is being reassigned again and again. This is not 4.7 avg rating experience I don’t know what everyone else is doing but this app is one of the crappiest pieces of tech I have EVER used in recent memory. If you are an unpaid reviewer please don’t encourage them if you are a paid reviewer please have some sense of how ethically inappropriate this is for such an incomplete app.",2021-10-10 15:42:17,False,BurnedPheonix,"{'id': 25621643, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2021-10-11T18:47:31Z'}",Burger King
24,3,"All I do is wait, wait, wait no matter what.","Having a large family, we’re no strangers to being pulled at the drive-thru while they conjure the order to feed my village. Which is why I wanted to give the app a chance. To know what it feels like to be every Jane, Bob and Harry who simply orders and takes off immediately with food in tow. You know, the ones I rather begrudgingly glare at in the rear view mirror as they drive off while I’m still sitting in the parking lot. I hope you enjoy your whopper, good sir. I’ll get to mine next year! I digress. So as you can imagine, I was ecstatic hearing the good news of such an app! Order beforehand and roll off victoriously in under five minutes? Sign me the heck up, my body is ready!! I regret to inform the inquiring masses that my happiness was short lived and dreams were most definitely shattered. I was still pulled. My wait was longer than usual. And my experience was not magical. I did NOT have it my way, people. Not even with the app. No sorcery here and I am most displeased. I give you three stars because I still acquired my food and I’m ashamed to admit it was delicious.",2019-04-22 22:55:07,False,Kdone,,Burger King
25,1,What’s the point if you can’t order anything?,"I’ve tried too many times to get this app to work and it just won’t. First off, the whole sign-in process just seems ridiculous. There’s no password setup being prompted, just enter your email address, go to your email, open the link in the sent email and it takes you to the app where you’re suddenly an account holder that’s signed-in. I really don’t feel like giving my payment information to something so seemingly not secure. 
Next, I want to order and this just simply can’t be done. You tap an offer from the offer list you want and it has you select pickup method, your store, and then, just a blank screen that never loads your order no matter how many tries I give it. (Okay, I think to myself. I’ll just try ordering without the offer.) If you try just making a non-offer related order, you go through the same hoops, just to end up at another blank screen. 
This app appears to not want to be an app, because it randomly seems to be loading the mobile version of Burger King’s website within the app and I think that’s where the problem arises? I’m not even sure. 
I got fed up and just ordered Wendy’s. Screw this!",2020-03-01 03:10:09,False,MarkyMark9009,,Burger King
26,2,Refunds Need Work,"I ordered through the app from pick up. We ordered two original chickens which is about all my wife eats from there. Pull up in the drive through and they are out. Of course they can’t refund there, so I have to go through the app. I put in my request and all I get is a lousy 15 dollar coupon. We barely eat there as is, so now I’m forced to still use the money there. I was told because my purchase was under 15 all they can do is a coupon. That seems shady. If all someone has is a few bucks and they pay for it then they are basically stuck either asking for something else or have to deal with it. That isn’t right and there needs to be a change. Until then I’ll use the coupon and never use the app or eat there again.

Edit: what the response from BK below shows is they don’t really read these reviews. When going through the app for a refund you have to contact support. If your amount is under $15 they won’t give you your money back. That is exactly my issue. Support is useless. Give your stores and support refund capabilities!",2022-09-25 13:06:05,True,Drewbear1983,"{'id': 32210977, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2022-09-26T21:10:14Z'}",Burger King
27,1,Your order couldn’t be completed,"As a family of six, staying home during the pandemic, we occasionally like to mix it up and bring something home for dinner. I dread every time the kids vote for Burger King. I’ve gotten pretty good at using the various fast food restaurants apps, and Burger King by far as been the most glitchy out of anything I’ve used.

The worst part of using the app is after I get everyone’s order in, I click on checkout and get the “Your order couldn’t be completed” error message. Why is this so bad? For those who haven’t used the app, when you get this error it forces you to empty your cart and start over. As someone who works on this technology behind the scenes, this is the worst sort of error message that you give a consumer. You want me to enter the entire family’s order (6 orders) in again? I try one more time, usually get the error again, and then veto the family and go to the arches instead.

I’ve tried to be patient, as it does seem the BK technology team is making improvements, but after running into this error today, I give up. I’m banning BK for family dinner in night until further notice.",2020-12-31 22:59:25,False,jhmilos,"{'id': 20124670, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/contact-support so we can look into this for you.', 'modified': '2021-01-02T02:44:29Z'}",Burger King
28,2,No cancel option,"I had an unfortunate experience using this app to place an order. I usually use apps to purchase food from fast food restaurants when I’m getting off of work as I don’t carry card/cash due to my line of work. This way is just super convenient for me. After placing my order and heading to the BurgerKing, there a was festival happening nearby and it was just too busy making it hard to get to and from burger king. I truly didn’t have the patience to deal with the crowd just to get a meal so I left. I did this thinking I would be able to cancel the order and change locations. There was no cancel option. I was charged and without a meal. I contacted support via email and immediately received a response. The good thing is they did give me a credit but I had already bought food from a 2nd location thinking I’d get my money back. At that point I preferred my money back instead of a credit. Outside of using the credit in the future, I will not use the app to place an order until there’s a cancel option on my end like the Wendy’s and McDonalds app.",2022-06-18 23:29:14,False,QueenVictorya,"{'id': 30443203, 'body': 'We’re bummed to hear that you didn’t have the most ideal experience. Hit us up at BK.com/support so we can look into this for you.', 'modified': '2022-06-20T05:03:54Z'}",Burger King
29,3,VERY DISCUSSED!!!,"I really enjoyed the website was completely easy to use, was an extremely easy platform to follow!!🤩 On the other hand I ordered through the mobile app last night to pick up in Blythe California, I placed the order around 9pm. Was there around 9:20pm. My order hadn’t even been started to be prepared, which wasn’t no big deal figured at least my food would be freshly made since I customized my food for my way. My order purchased was $31, so I felt at best I would be getting fresh food. Except the food I received was HORRIBLE AND YOU COULD TELL OLD! I customized requests for absolutely no condiments on my burgers it looked like the opened old food and scraped off the Mayo and added the requested extras, the poppers and cheese sticks were dried and hard in the inside. Same with onion rings and fries. The only thing that was fresh was the 8 piece nuggets I ordered for my dog’s. This was extremely disappointing, like most people we are barely getting by so unable to AFFORD GOING OUT SO FOR ME TO SPEND $31 for old Horrible food, sincerely PISSES ME OFF!!!😡🤬😡🤬🤬🤬🤯",2022-04-09 02:19:52,False,Michele Luckey,,Burger King
