,date,isEdited,title,rating,review,userName,developerResponse,Company_name
11,2022-04-18 06:43:41,False,This App and McDonald’s is garbage,1,"So I had a lovely experience with this app yet again but this one tops it all.  I went to McDonald’s today.  I ordered through the app because of the deals the app has.  I went through the process and got to the screen where it says curbside.  I selected number 3 for the third stop.  I wait waited 20 minutes only to go through the drive through to have them tell me that there is no record of my order.  I showed the rude manager my receipt on the app on my phone and showed my bank statement of the the exact moment when I bought food through their app.  She refused to give me my order because she said if it is not in the system then it never existed.  But having for forms of prove showing that I did proved her otherwise.  She still would not give me my food.  McDonald’s I not sure how you train your managers but maybe you need to go back and teach every single one about not just customer service but general manners.  Also maybe teach them how to use the app because no one in the building of all of your excellent employees know how to use it.  Lesson that I learned today.  Your app is garbage, it glitches and when I have 2 forms of proof showing I purchased food at your establishment, please have your manager refrain from insulting my intelligence and when they are in the wrong to apologize and say they made a mistake.  All I wanted was food and know you make me not want to every close back.  Thank you.",goobertron12!,"{'id': 29265054, 'body': ""we don't like that one bit. tell us all you can about this here: https://www.mcdonalds.com/us/en-us/contact-us/restaurant-feedback.html\r\n"", 'modified': '2022-04-19T15:46:46Z'}",McDonalds
12,2022-10-12 00:04:27,True,Terrible idea,1,So if I had to make a complaint it would be directed to the geniuses who invented this app. Let’s think through the purpose of an App - make your life easy to get what you want and better for the business. Correct. Well as it turns out this app does nothing for you that you can’t do at the drive through. Because when you order from the app you have to sit in line at the drive through to still order your food. This is a waste of time. It would be worth it if you ordered the food and then parked in a spot and let’s say checked in. That would be ideal. But I wasn’t able to do that. And I’m a moron. Quick update. I was messaged saying this feature is available. It is absolutely not. Maybe it’s on the app but you can’t actually do that. No matter what they say you’ll be sitting in line. I deleted the app and had McDonald’s delete all my info. If I have to Sit and wait in the drive through might as well order it from there. Instead of arguing with me why don’t you have the McDonald’s location get it’s act together and allow the app to be used properly. Novel idea eh and again I’m the stupid one.  Ok so I’ll concede that point. So then the app is insignificant if you can’t do curbside pick up - when the restaurant doesn’t offer that as an option. So then what is the point of the app?  Might as well just wait in like and order at the drive through. So everyone should delete the app then.,atarsio23,"{'id': 32515584, 'body': ""we understand your frustration, and curbside check-in is an option in the app, however, it's possible the restaurant wasn't offering it at the time of your visit."", 'modified': '2022-10-12T00:04:27Z'}",McDonalds
13,2019-01-08 22:48:40,False,Used to be better,3,"I have had the McDonald’s app since the beginning and always been an advocate and even encouraged my friends to get it. The thing is I don’t eat anything at McDonald’s besides fries and salads items, occasionally I may get a dessert or chicken item. In the beginning I was really able to take advantage of the $1 fry deals and the $3 off $10 or $1 off $7. As of recently, about 2 months, those deals are no longer there so I really no longer have anything to gain which is quite disappointing because I do love the app and have been such a fan. I just purchased some items that would have been $4 less had I still had my regular deals. If these new changes to the app will be permanent I only wish McDonald’s would consider deals that are frequented by consumers so that they can be tailored and continue to be taken advantage of. Also consider dietary needs and restrictions I used to have 10-20 deal to select from now I have 3-7 that I know I will not use. For example, I have a free any size soft beverage deal in my app right now, I can’t drink soda so I have no use for such a coupon. I have a $1 off a quarter pounder or Big Mac, also something I can’t have so it will go to waste. Then I have 2 others for a total of 4 deals that I cannot even take advantage of. Disappointing, especially because I know how great it used to be.",A user you're about to lose,,McDonalds
14,2020-09-03 20:26:14,False,"Used to be great, but now sooooo slooow and very buggy",2,"This started out as a great app, but now,  no longer deserves 4-5 stars. They’ve done way too much to make it all fancy, that it makes the app work so slowly, when navigating between the different functions, especially when it first starts up. Also, annoying that certain deals are scan only, mobile only, deliver only...a deal is a deal. Why should it matter if we use it on the app, at the restaurant, or delivery? And stop the restrictions on using one deal for a certain amount of time!!! If I wanna use a deal, and get back to the end of the line to use another deal, I should be able to do so like the app allowed you to do originally! The new updates have not made anything better, but instead made it more buggy. I’ve never had to keep logging back into my account before, but now it seems like the app can’t remember my login, even if I had already logged in 10 minutes prior, which is very annoying when you’re already in line and waiting for the now slow app to load up and then show the deals, with people waiting behind you. There should be a face/finger ID or stay logged in option. And I agree with another user, if I make an order from my phone and want a friend/family member pick it up, there should be a way to do that. If a super basic Little Caesar’s App can do that, then why can’t this one?!!!",ScalTrojan96,,McDonalds
15,2019-08-28 17:30:22,False,No Good Deals,1,"This review is long overdue and after not being able to use the only good coupon I have got on this app in months because my McDonald’s that I always go to is no longer a “participating location,” I finally feel the need to write this review. This app used to be SPECTACULAR and there were always plenty of coupons I could use daily and they were very good deals too! I was able to purchase food for myself and my family without breaking the bank too much. Then randomly one day they changed the entire app and removed all of the good coupons. Now there is one coupon daily (If I’m lucky two) and it can hardly be considered a “deal” as I’m saving like 30¢ rather than the $3-4 I used to save from a coupon. You can also get a coupon from this Plinko style game that you sometimes have to play a few times to even land something in the bag. From my experience you can play until you win however the $1 off coupon you receive after is normally never for anything I want so it’s hardly worth it. Not to mention it seems you have to use this coupon while ordering through the app and sitting in the parking lot, which is not my preferred way to eat at McDonald’s. They should bring this app back to its former glory so that it may have a purpose again because it’s current state is trash and I don’t even feel the need to open it as I wait in line at McDonald’s since I already know there will be no coupons worthwhile.",FlyingDog31,,McDonalds
16,2022-02-26 01:43:17,False,So the last couple times I’ve ordered..,1,"So the last couple times I’ve ordered, it makes it seemed glitchy not start with while ordering. Tonight I went through making sure I had my $30 order for my family with everything they wanted right before checking out, read it aloud, showed my hubby and all. Think nothing of it bc it said they had my order and we waited. Get my order and it’s barely anything.. so look at my order and what’s in the bag is right, but that order is what I ordered the last time I came through and the order that I actually went through making sure I had, never went through. So I ended up with more McDoubles than I needed and about 90% of the stuff I had to put on a second order to make sure my family ate. By then I was not in the mood and no longer wanted my food bc I’d have to spend more money than I planned if I got my meal plus the extra stuff, not to mention I carefully had put things bundled in meals on the order that should have went through and I had to do things separately now. By then it seemed like the workers were frustrated bc we seemed confused at our order and they just left our Icecream and everything in the pickup inside area even though I ordered curbside both times, even had to type in the 3. So much for trying to save money with McDonald’s. I hope you can fix the glitches bc this is a good app when it works.",ApShortcake,"{'id': 28278024, 'body': 'we’d love to help you with a solution. please give our Mobile App team more details at: https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html', 'modified': '2022-02-27T13:11:14Z'}",McDonalds
17,2021-01-03 17:13:28,False,10-11am is a disaster,1,"At about 10:15am I was thinking to go to McDonald's for breakfast.  There is always the question of when breakfast is no longer served - app said 11am for my McDonald's.  Great!  I have more than enough time.  So I get there at about 10:25 and try to place my order via the app.  I get an error that certain items are no longer available and those are removed.  Darn, I'll need to select something else.  I go back to the menu and it's the same menu with all the items available.  Try to order again, unavailable.  I kill the app and reopen it to try to ""refresh"" the available items.  Same menu, and trying to order many of these items still gave me the same ""unavailable"" message.  At this point I am very frustrated and go to the nearby Starbucks instead.

I assume what happened is that perhaps there is a more limited breakfast menu from 10:30-11:00 even though 1) it said breakfast until 11, and 2) the app was giving me the same full breakfast menu even at 10:35.  What's frustrating is that the app has the ability to understand the item availability since it errored during checkout, but apparently this information is not incorporated when ""building"" the menu that is shown.  So it's basically trial-and-error to find something available.  Perhaps the app should lock down from 10-11am daily if it's not possible to serve an accurate menu during that time.",Elderly Gentleman,"{'id': 20223173, 'body': 'We always want your Mobile Ordering to be awesome. Please provide our Mobile App team with more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html\r\n', 'modified': '2021-01-06T17:45:04Z'}",McDonalds
18,2018-09-28 22:23:14,False,Sometimes works,3,"Soooo...it sometimes works like it should, but it’s still buggy. And...I’ve experienced that the employees at various locations aren’t well trained with mobile ordering. On more than one occasion I’ve tried to pick up my order in the drive-thru, but the employee couldn’t close it out on their end. My card ends up getting charged several times, and I don’t get my food if I don’t have a way to pay for it on me. Therefore, I usually opt for curbside, which I don’t like doing either. I hate having the employees have to bring my food out to the mobile pickup if the weather is bad. Plus, if the order is wrong, then they have to go inside and come back out. 

One feature that is problematic with mobile ordering is that whatever phone you place the order from has to be the one arriving at the location because the app is tracking the phone. Almost all other mobile ordering apps don’t do that. For instance, if another family member is out and about and I’m sitting at home, I can’t order from the app and they pick it up. It tells me I’m not at the location. That’s annoying.

Lastly, the coupon deals are clunky. The coupon codes differ for each location. Therefore, you have to make sure you have the right location selected to get the correct coupon. It’s cumbersome the way that works.",Rendaphillips,"{'id': 5290397, 'body': 'Hi there, Renda! We always expect your service to be stellar. Having our staff trained and knowledgeable about our Mobile App is important to us. Please provide some more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html, so we can address this.', 'modified': '2018-09-29T22:14:11Z'}",McDonalds
19,2021-12-15 03:34:37,True,Non Existent App Support,1,"Kind of funny how this app lets you store payment info and do transactions, but when something goes wrong, there is no support. Good way to steal your money. Their solution is to just contact your bank and dispute it with them. They’ll do the transactions and take your money, but they want no part in giving you customer service for refunds lol. Such a good joke from such a large company. I’ve done the order from app and skip the line and wait at the stall for them to bring out your order. At two different McDonald’s I had the same experience. No one wants to bring out the food because they are lazy or short staffed so you wait 30 mins to an hour for your food. But your food is made, it is just sitting there getting cold. You can call the number on the sign, but sometimes they won’t answer or they will say they are short staffed because no one wants to work at McDonald’s for such low pay and they will try to get it out. 30 mins later you get your order and it is hard cold almost inedible fries, and a completely old sandwich. That’s where the non existent app support comes in. What do you do if your food is cold and inedible? You get no help on the app for a refund. They just take your money and the McDonald’s that gave you the cold inedible food will say the app is separate and they don’t deal with it. So this is a good way to have your money stolen from McDonald’s.",ADROMO,"{'id': 14740236, 'body': ""We're sorry about your experience with Mobile Order & Pay! Please give our McDonald's Mobile App team a call at 877-334-4332, so we can look into this further."", 'modified': '2021-12-15T03:34:38Z'}",McDonalds
20,2022-01-26 16:18:01,False,Good for fast food apps but a few bugs.,5,"This is clearly the best app I’ve used for any fast food restaurant. It works. And I don’t mean just the app on your device, but the back office operations that are required to fulfill your order.  
The worst bug I experience is after one picks up their food. A day or two may go by, and then when I open to use the app again it hasn’t cleared out my past fulfilled order, and it automatically reloads the past order into the cart.  Then I have to go manually delete every item that I ordered before, so I can make a new order. Not a giant problem, more like just annoying. 
Not a formal bug, but a design error IMO, As I wish they made it easier to add condiments to an order. I think it should be the last thing selected before a person confirms their order. It’s easy to forget to add the condiments, then when I pick up my food I ask the personnel on duty for it, and although I get it, I can tell it’s a tiny annoyance for them - a break in their flow.  
Regardless, I’m impressed and happy with it. The formalized “menu hacks” feature to be released soon sounds awesome.",ToRoom101,,McDonalds
21,2019-12-13 14:34:15,False,Absolutely worthless,1,"I’ve now attempted to use this 4 times. The order goes through fine, so maybe it’s actually just the employees in my town, managers included. The first time I used it, they said they didn’t have my order, and then charged my card 2 hours later for the mobile order, after I had already placed and paid for a new order at the store. I tried a different location, the first time the manager told me I had failed to pay for my order so I needed to drive back around to the first window and pay. There is NO OPTION but to make payment in app. The third time, not quite as bad, I had to drive up to the window and tell them my order so they could find it. Third time? I was told repeatedly they didn’t have any mobile orders, I had to go inside to straighten it out. Understand, THERE IS NO WAY TO CHECK IN UNTIL YOU ARE AT THE STORE. It uses GPS to track your location and it won’t check you in until you are almost in the parking lot. I know, I’ve tried. You literally cannot order from the wrong location, so THEY HAVE TO HAVE YOUR ORDER IF YOU CHECK IN. Even now as I type this, they don’t show my order as complete. I picked up my order 22 mins ago, according to my receipt, yet the blue bar at the top of my screen tells me they are still tracking my location! Seriously, if you are going to put the time and effort into making an app, take the time and effort to train the employees how to operate the system.",Minno mama,"{'id': 12404866, 'body': ""We're sorry about your experience with Mobile Order & Pay! Please give our McDonald's Mobile App team a call at 877-334-4332, so we can look into this further."", 'modified': '2019-12-15T22:37:56Z'}",McDonalds
22,2019-09-07 17:05:13,False,Worst app ever,1,Over engineered and poorly executed.  Downloaded the app and placed my first order.  We were good up to this point.  After placing the order and paying with Apple Pay the app went to a page that told me I had to  tell the app when I was close so that the order would be prepared.  No option to simply say be ready in 30 minutes.  My plan was to place the order and have someone else pick it up.  Not happening if I have to tell it I am close using my phone.  Drive to McDonald’s where the app tracked my location.  It did not automatically submit the order for preparation when I was near so I am not sure why they needed to track my location.  When I arrived I pressed the I am already here link in the app.  It then popped over to a screen telling me I had to select my pickup option.  Unfortunately the screen which I assume was supposed to have options was blank.  The  employees at McDonald’s had no idea what to do and didn’t really care either way.  Restarted the app several time but always ended up on the same blank pickup options screen.  I was able to cancel the order and reorder from the kiosk inside the store until that failed when I tried to pay at the kiosk.  Took me twice as long to get lunch as it would have to just walk in and place my order at the counter.  The reason I rated this app so poorly is not only that it failed to perform but that McDonald’s is capable of so much better than this.,Ntfreak,,McDonalds
23,2018-03-25 05:00:50,False,Horrible service,3,I placed an order selected curbside waited like 20 mins no one comes out or says anything I started calling the drive thru person who finally looks across the lot and I tell him ive been here like 20 mins and no one has brought my food. He has like this shocked little on his face and another lady comes to the window and says can u get in the drive thru line (which by the way has at least 12 card in it). I said do you know how long that line is and I’ve already been waiting almost 20 mins then she said ok as soon as this car finishes I will bring you your food. So I wait and wait and wait. After the 6th car passes no one comes to the window or anything. I was so mad I drove around and got in the drive thru line which is wrapped around the building now. This is the worst customer service ever. You guys should be ashamed of yourself. If I could have gotten my money back from the app I would have left and went somewhere else. No one even apologized they just acted like nothing was wrong. It’s called fast food for a reason. I can’t believe I placed an order at 915 and still haven’t gotten my order as of 956. The building is locked so I can’t even go in and just ask for my money back. You guys have been in business long enough and should know how better to offer better customer service.,Micahfor children,,McDonalds
24,2022-07-18 20:33:49,False,Can’t get it to work,1,"I’ve used this app several times without success.  There has always been a glitch of some sort.  Twice at the Thousand Oaks branch where my order never arrived even though I had a confirmation and showed it to the attendant.  Her manager couldn’t figure it out.  He just said that they have nothing to do with the app.  Two different departments.  I had to call my credit card and get a refund on one and the other time my credit card company said it did not come through.  But what a hassle.  

The other two times were at the Ventura branch on Telegraph Rd.  There were items missing.  The first time they saw the glitch and apologized that I had to return and compensated me with coupons.  The second time I caught it on the confirmation that fries were missing so I had to go inside and wait in a line for a lengthy time.  It was chaos behind the counter, kitchen and customers.  

On my last visit I placed a special deal order. Everything was fine until we got to the checkout. By the time I looked up my credit card information and went back to inputted the check out said my deal was no longer available. I had to delete it and start over again.  So I did. When I did I noticed that the deal was still being advertised. So I hit the deal again and sure enough it worked out fine. But again there it was, another glitch that ate up my time.",Back Road Master,"{'id': 31042958, 'body': ""we're always here to lend a hand. don't hesitate to reach out to us here. https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html  \r\n"", 'modified': '2022-07-22T15:51:37Z'}",McDonalds
25,2018-10-29 23:48:16,False,Do not use this app!,1,"The reason I liked this app was the convenience of ordering food for my kids if they’re hungry and I’m at work. They can walk over and pick up their food, and I pay right from my phone. Convenient right? Nope! I ordered from work one day, it was a little confusing and I had to hit back a few times to get the location right, or so I thought... well my daughter walked over, I screenshot and sent her the order confirmation. She’s waiting and they say no order. So I check the order again and it said it was ordered at another McDonalds down the road and I KNOW I clicked the right McDonalds when I placed my order. Anyways I called both McDonalds to see if they can transfer the order and they were NO HELP! Told me I needed to call the contact number on the app, well I did and was told that the charges are pending but it won’t clear since I never picked up my order. Today I look and see the charges cleared for $20 worth of food that I never got and McDonalds knows it was never picked up and that I was totally scammed! I call again and I am told I need to dispute the charges with my bank. Are you kidding me? This app is a joke and so is McDonalds. Deleting and never using again! I’ve been using the Starbucks app for years and never had problems like this. McDonald’s ripped me off of $20! You’ve been warned, do not use this app because even if you don’t pick up your food, you’re charged and they don’t refund you.",roxxxyp808,,McDonalds
26,2020-05-20 16:16:36,False,Nice exclusive deals but Payment Failures kill it,1,"Overall I enjoyed the app where I could customized my order specifically how I wanted it and could clearly see the price increase for each option - who wouldn’t more pickles for free or a extra slice of cheese for 30 cents.  Also there are daily app exclusive deals and coupons like buy one get one that are great and makes ordering tempting.  However; the issue and an app killer for me is the payment system.   Last 3 trips I ordered and set up for curbside delivery.  A few minutes latter the app shows there’s been an error and I need to “go inside to see the cashier”, so in these social distancing days that means going through the drive through.  When you pull up they can see your order but they say the Payment is still pending.  Each time I check the app and it gives me no option to retry payment or other options.  So i tell them at the window to cancel the order and end up leaving with no food.   I have now discovered that the charge later went through and still showed up on my credit card statement.  So now I have wasted time on trips to the restaurant, no food, and yet still get charged.  Now I have to spend more time on phone with credit card disputing the charges.  I will no longer use this faulty app.  My advise is to save your time and money and shop elsewhere, unless you wanna go through the drive through and pay double the app price.",stupidity CIV,"{'id': 15473664, 'body': ""Hey there. We're sorry you're having difficulties with your payment. Please provide our Mobile App team with more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html, so we can further assist you."", 'modified': '2020-05-21T16:56:25Z'}",McDonalds
